t_h,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11,xmv_12,operator_phase
10.442,0.25255,3662.450636,4482.113536,9.376767,27.127321,41.935319,2698.707635,73.109817,120.425583,0.332997,80.28522,50.767678,2627.514299,24.581602,50.812981,3095.118063,23.119437,65.881264,228.344192,341.364123,94.617631,77.284846,32.0651,9.136491,26.180129,6.747135,18.219864,1.746223,32.806582,14.286812,24.056395,1.250315,18.357681,2.355318,4.84377,2.404073,0.013486,0.819683,0.113163,53.085481,44.145928,63.05263,53.979707,24.643558,61.301921,22.21,39.430764,38.867678,47.312981,47.445735,41.105813,18.113491,50.0,Stable
10.456,0.250884,3672.604132,4510.979053,9.406284,26.69818,42.44582,2698.759749,73.082531,120.416121,0.333002,80.270439,48.294868,2627.013642,25.424811,49.224068,3094.942722,22.612109,65.875814,229.229317,341.642345,94.59575,77.296979,32.0651,9.136491,26.180129,6.747135,18.219864,1.746223,32.806582,14.286812,24.056395,1.250315,18.357681,2.355318,4.84377,2.404073,0.013486,0.819683,0.113163,53.085481,44.145928,63.05263,53.979707,24.643558,61.301921,22.21,39.435975,36.394868,45.724068,47.445735,41.105813,18.113491,50.0,Stable
10.469,0.250435,3672.787226,4481.224746,9.310104,26.987474,42.780574,2699.02008,71.764995,120.422482,0.333194,80.267793,51.229035,2627.575686,25.80288,48.031304,3095.351108,23.200509,65.871843,229.861826,341.632194,94.585188,77.289972,32.0651,9.136491,26.180129,6.747135,18.219864,1.746223,32.806582,14.286812,24.056395,1.250315,18.357681,2.355318,4.84377,2.404073,0.013486,0.819683,0.113163,53.085481,44.145928,63.05263,53.979707,24.643558,61.301921,22.21,39.462008,39.329035,44.531304,47.445735,41.105813,18.113491,50.0,Stable
10.483,0.249148,3643.669874,4487.126337,9.383086,26.88246,42.395807,2698.272363,72.526639,120.431457,0.331653,80.274456,49.972555,2627.606984,25.089093,50.422423,3095.336315,22.703773,65.89502,228.067357,341.10649,94.605682,77.305937,32.0651,9.136491,26.180129,6.747135,18.219864,1.746223,32.806582,14.286812,24.056395,1.250315,18.357681,2.355318,4.84377,2.404073,0.013486,0.819683,0.113163,53.085481,44.145928,63.05263,53.979707,24.643558,61.301921,22.21,39.387236,38.072555,46.922423,47.445735,41.105813,18.113491,50.0,Stable
10.497,0.250169,3684.293814,4549.771837,9.311878,27.0008,42.085115,2698.83913,72.367344,120.41251,0.329339,80.265783,51.172132,2627.419991,26.477028,48.947535,3094.882299,22.968295,65.876704,228.226404,341.435831,94.604213,77.296379,32.0651,9.136491,26.180129,6.747135,18.219864,1.746223,32.806582,14.286812,24.056395,1.250315,18.357681,2.355318,4.84377,2.404073,0.013486,0.819683,0.113163,53.085481,44.145928,63.05263,53.979707,24.643558,61.301921,22.21,39.443913,39.272132,45.447535,47.445735,41.105813,18.113491,50.0,Stable
10.511,0.249177,3672.390982,4529.53587,9.367582,26.905392,42.472344,2698.646251,73.095275,120.418625,0.328931,80.274644,49.859808,2627.096843,25.081395,50.500978,3095.040142,22.675456,65.898267,227.473004,341.721164,94.593293,77.29215,31.805289,9.168921,26.629576,6.81541,18.522977,1.717498,33.09889,14.298614,24.048959,1.407254,18.673842,2.359055,4.844446,2.335036,0.003855,0.809297,0.111219,53.946812,43.24798,63.05263,53.979707,24.643558,61.301921,22.21,39.424625,37.959808,47.000978,47.445735,41.105813,18.113491,50.0,Stable
10.525,0.251539,3644.626814,4504.119099,9.392015,26.806398,42.416366,2698.896494,72.132282,120.415201,0.329363,80.283283,50.370936,2627.521787,25.081626,51.604348,3095.285735,23.299907,65.895225,229.02005,341.316157,94.580459,77.296518,31.805289,9.168921,26.629576,6.81541,18.522977,1.717498,33.09889,14.298614,24.048959,1.407254,18.673842,2.359055,4.844446,2.335036,0.003855,0.809297,0.111219,53.946812,43.24798,63.05263,53.979707,24.643558,61.301921,22.21,39.449649,38.470936,48.104348,47.445735,41.105813,18.113491,50.0,Stable
10.539,0.250997,3668.665381,4521.048031,9.352533,26.95401,42.270975,2698.120766,72.373509,120.401172,0.33196,80.284881,48.971493,2627.229817,25.420893,49.629483,3095.496542,22.81763,65.898966,229.039738,341.398265,94.587811,77.31404,31.805289,9.168921,26.629576,6.81541,18.522977,1.717498,33.09889,14.298614,24.048959,1.407254,18.673842,2.359055,4.844446,2.335036,0.003855,0.809297,0.111219,53.946812,43.24798,63.05263,53.979707,24.643558,61.301921,22.21,39.372077,37.071493,46.129483,47.445735,41.105813,18.113491,50.0,Stable
10.552,0.249048,3676.099177,4485.540947,9.291118,26.888054,42.440991,2698.615783,72.79865,120.414864,0.332385,80.258906,51.092439,2627.505383,25.26401,49.83269,3095.883541,23.255086,65.898788,229.757375,341.28126,94.621504,77.295779,31.805289,9.168921,26.629576,6.81541,18.522977,1.717498,33.09889,14.298614,24.048959,1.407254,18.673842,2.359055,4.844446,2.335036,0.003855,0.809297,0.111219,53.946812,43.24798,63.05263,53.979707,24.643558,61.301921,22.21,39.421578,39.192439,46.33269,47.445735,41.105813,18.113491,50.0,Stable
10.566,0.252063,3655.983066,4522.443405,9.446126,27.141738,42.259029,2698.757266,73.519838,120.422095,0.329225,80.282153,49.604672,2627.814077,24.345108,49.118223,3095.437355,22.884312,65.902305,229.575555,341.814551,94.599425,77.302891,31.805289,9.168921,26.629576,6.81541,18.522977,1.717498,33.09889,14.298614,24.048959,1.407254,18.673842,2.359055,4.844446,2.335036,0.003855,0.809297,0.111219,53.946812,43.24798,63.05263,53.979707,24.643558,61.301921,22.21,39.435727,37.704672,45.618223,47.445735,41.105813,18.113491,50.0,Stable
10.58,0.25094,3636.528819,4492.485207,9.398611,26.985924,42.577448,2698.568075,72.986901,120.421858,0.330359,80.254392,51.784646,2627.561247,24.561557,51.485812,3095.00705,22.708326,65.872653,230.087735,341.524444,94.596243,77.284547,31.805289,9.168921,26.629576,6.81541,18.522977,1.717498,33.09889,14.298614,24.048959,1.407254,18.673842,2.359055,4.844446,2.335036,0.003855,0.809297,0.111219,53.946812,43.24798,63.05263,53.979707,24.643558,61.301921,22.21,39.416808,39.884646,47.985812,47.445735,41.105813,18.113491,50.0,Stable
10.594,0.249996,3638.801861,4532.516027,9.406216,26.907834,42.368708,2698.244265,71.661786,120.421721,0.332417,80.281604,49.316563,2627.246615,24.899348,50.503495,3095.466067,22.854608,65.882437,229.005353,341.095685,94.585226,77.300689,31.805289,9.168921,26.629576,6.81541,18.522977,1.717498,33.09889,14.298614,24.048959,1.407254,18.673842,2.359055,4.844446,2.335036,0.003855,0.809297,0.111219,53.946812,43.24798,63.05263,53.979707,24.643558,61.301921,22.21,39.384426,37.416563,47.003495,47.445735,41.105813,18.113491,50.0,Stable
10.608,0.250013,3654.152276,4499.83952,9.433241,26.932239,42.501241,2698.555544,71.948563,120.421487,0.329687,80.282856,50.65386,2627.619394,25.061668,49.007244,3095.300603,22.539274,65.891658,228.559045,341.202441,94.579524,77.302133,32.292534,9.046418,26.033667,6.842627,18.528619,1.735219,32.716429,14.18312,23.672965,1.328696,18.356245,2.354562,4.894088,2.31127,0.003855,0.809297,0.111219,53.946812,43.24798,63.05263,53.979707,24.643558,61.301921,22.21,39.415554,38.75386,45.507244,47.445735,41.105813,18.113491,50.0,Stable
10.622,0.251725,3663.741075,4475.721882,9.371931,27.154557,42.438913,2698.527901,72.540284,120.434177,0.333139,80.262117,50.994082,2627.590043,25.491288,52.083834,3094.753408,23.127126,65.856849,228.659443,341.364127,94.607271,77.309186,32.292534,9.046418,26.033667,6.842627,18.528619,1.735219,32.716429,14.18312,23.672965,1.328696,18.356245,2.354562,4.894088,2.31127,0.003855,0.809297,0.111219,53.946812,43.24798,63.05263,53.979707,24.643558,61.301921,22.21,39.41279,39.094082,48.583834,47.445735,41.105813,18.113491,50.0,Stable
10.635,0.250498,3653.60246,4520.043243,9.279569,26.717575,42.33961,2698.523909,72.499208,120.429108,0.328878,80.28143,50.58853,2627.595914,26.019994,50.837283,3094.753113,23.05312,65.893899,230.513921,341.319227,94.616603,77.301905,32.292534,9.046418,26.033667,6.842627,18.528619,1.735219,32.716429,14.18312,23.672965,1.328696,18.356245,2.354562,4.894088,2.31127,0.003855,0.809297,0.111219,53.946812,43.24798,63.05263,53.979707,24.643558,61.301921,22.21,39.412391,38.68853,47.337283,47.445735,41.105813,18.113491,50.0,Stable
10.649,0.248536,3656.205602,4486.216682,9.325954,26.703509,42.230026,2698.734421,71.851744,120.412393,0.333231,80.282837,47.140348,2626.910781,24.420313,48.703241,3094.94647,22.14893,65.887099,229.327813,341.457757,94.582935,77.301464,32.292534,9.046418,26.033667,6.842627,18.528619,1.735219,32.716429,14.18312,23.672965,1.328696,18.356245,2.354562,4.894088,2.31127,0.003855,0.809297,0.111219,53.946812,43.24798,63.05263,53.979707,24.643558,61.301921,22.21,39.433442,35.240348,45.203241,47.445735,41.105813,18.113491,50.0,Stable
10.663,0.254115,3673.767728,4499.204574,9.331079,27.081454,42.23153,2698.7995,72.634336,120.411509,0.332482,80.265512,49.336191,2627.127459,24.802566,49.651117,3094.513967,23.288522,65.891207,230.334266,341.387002,94.596484,77.303708,32.292534,9.046418,26.033667,6.842627,18.528619,1.735219,32.716429,14.18312,23.672965,1.328696,18.356245,2.354562,4.894088,2.31127,0.003855,0.809297,0.111219,53.946812,43.24798,63.05263,53.979707,24.643558,61.301921,22.21,39.43995,37.436191,46.151117,47.445735,41.105813,18.113491,50.0,Stable
10.677,0.250135,3665.788838,4531.50692,9.332444,26.798292,42.289495,2699.111587,73.223296,120.424971,0.335197,80.28407,50.735862,2627.164478,24.725878,49.536609,3095.407581,23.13665,65.873924,229.727228,341.437299,94.594749,77.286138,32.292534,9.046418,26.033667,6.842627,18.528619,1.735219,32.716429,14.18312,23.672965,1.328696,18.356245,2.354562,4.894088,2.31127,0.003855,0.809297,0.111219,53.946812,43.24798,63.05263,53.979707,24.643558,61.301921,22.21,39.471159,38.835862,46.036609,47.445735,41.105813,18.113491,50.0,Stable
10.691,0.247096,3681.768933,4489.623718,9.36755,27.013811,42.350547,2698.877677,72.49359,120.4201,0.332464,80.260687,50.243373,2627.997537,24.253855,52.062377,3094.934864,22.493664,65.884105,228.427306,341.182654,94.605232,77.306254,32.292534,9.046418,26.033667,6.842627,18.528619,1.735219,32.716429,14.18312,23.672965,1.328696,18.356245,2.354562,4.894088,2.31127,0.003855,0.809297,0.111219,53.946812,43.24798,63.05263,53.979707,24.643558,61.301921,22.21,39.447768,38.343373,48.562377,47.445735,41.105813,18.113491,50.0,Stable
10.705,0.250411,3668.660623,4479.074116,9.330101,26.961198,42.508072,2698.689784,73.00276,120.427544,0.327127,80.260807,50.05581,2627.606688,25.627933,49.103246,3095.338035,22.604341,65.872858,228.601168,341.434342,94.588374,77.302183,32.539733,9.125412,26.571518,6.981788,18.432992,1.701423,33.097446,14.316377,23.901033,0.987559,18.562476,2.330858,4.857034,2.304334,0.003855,0.809297,0.111219,53.946812,43.24798,63.05263,53.979707,24.643558,61.301921,22.21,39.428978,38.15581,45.603246,47.445735,41.105813,18.113491,50.0,Stable
10.719,0.250057,3682.280717,4518.952221,9.327682,27.047629,42.518914,2698.853302,72.829436,120.428885,0.332883,80.275908,49.906725,2627.221739,25.715329,49.744721,3095.397592,22.775755,65.910514,228.714662,341.258755,94.598049,77.291783,32.539733,9.125412,26.571518,6.981788,18.432992,1.701423,33.097446,14.316377,23.901033,0.987559,18.562476,2.330858,4.857034,2.304334,0.003855,0.809297,0.111219,53.946812,43.24798,63.05263,53.979707,24.643558,61.301921,22.21,39.44533,38.006725,46.244721,47.445735,41.105813,18.113491,50.0,Stable
10.732,0.249287,3642.168775,4515.370666,9.351901,26.755833,42.226974,2698.690304,72.385467,120.421898,0.334395,80.278654,48.787311,2627.864513,25.429176,49.554477,3095.234349,23.243998,65.868971,229.471585,341.071618,94.585097,77.314747,32.539733,9.125412,26.571518,6.981788,18.432992,1.701423,33.097446,14.316377,23.901033,0.987559,18.562476,2.330858,4.857034,2.304334,0.003855,0.809297,0.111219,53.946812,43.24798,63.05263,53.979707,24.643558,61.301921,22.21,39.42903,36.887311,46.054477,47.445735,41.105813,18.113491,50.0,Stable
10.746,0.250268,3681.00469,4474.177482,9.342182,26.660876,42.194579,2699.197941,72.843262,120.433259,0.330552,80.274073,50.358407,2627.711307,25.083357,50.197212,3095.810002,23.1339,65.883474,230.688943,341.408831,94.591204,77.288668,32.539733,9.125412,26.571518,6.981788,18.432992,1.701423,33.097446,14.316377,23.901033,0.987559,18.562476,2.330858,4.857034,2.304334,0.003855,0.809297,0.111219,53.946812,43.24798,63.05263,53.979707,24.643558,61.301921,22.21,39.479794,38.458407,46.697212,47.445735,41.105813,18.113491,50.0,Stable
10.76,0.249771,3653.420432,4543.092413,9.313018,26.741331,42.505047,2698.846519,72.566633,120.431761,0.33164,80.281974,51.248775,2627.786574,24.926126,49.995324,3095.128203,22.958504,65.879458,230.967042,341.477101,94.604719,77.312485,32.539733,9.125412,26.571518,6.981788,18.432992,1.701423,33.097446,14.316377,23.901033,0.987559,18.562476,2.330858,4.857034,2.304334,0.01196,0.816754,0.112087,55.018625,44.219279,63.05263,53.979707,24.643558,61.301921,22.21,39.444652,39.348775,46.495324,47.445735,41.105813,18.113491,50.0,Stable
10.774,0.251063,3639.030202,4496.352187,9.345618,26.645291,42.22988,2698.585391,72.5527,120.437656,0.333938,80.288909,49.743818,2628.698965,24.583378,50.126189,3094.926101,22.889516,65.89395,229.506271,341.448645,94.618658,77.279137,32.539733,9.125412,26.571518,6.981788,18.432992,1.701423,33.097446,14.316377,23.901033,0.987559,18.562476,2.330858,4.857034,2.304334,0.01196,0.816754,0.112087,55.018625,44.219279,63.05263,53.979707,24.643558,61.301921,22.21,39.418539,37.843818,46.626189,47.445735,41.105813,18.113491,50.0,Stable
10.788,0.252623,3666.178312,4534.749885,9.268814,26.721208,42.314716,2698.841455,73.037592,120.424877,0.330392,80.305473,50.145048,2627.256827,24.359048,49.141917,3095.784813,22.795005,65.892706,228.514903,341.284743,94.605346,77.304514,32.539733,9.125412,26.571518,6.981788,18.432992,1.701423,33.097446,14.316377,23.901033,0.987559,18.562476,2.330858,4.857034,2.304334,0.01196,0.816754,0.112087,55.018625,44.219279,63.05263,53.979707,24.643558,61.301921,22.21,39.444145,38.245048,45.641917,47.445735,41.105813,18.113491,50.0,Stable
10.802,0.248895,3667.300831,4518.12315,9.407887,26.60795,42.345098,2698.788956,73.152216,120.440865,0.331495,80.280724,49.746761,2627.501631,25.439534,50.229739,3095.681921,22.688478,65.88735,229.997094,341.174039,94.601118,77.272844,32.36908,9.152423,26.117083,6.9071,18.651584,1.724686,32.909946,14.20258,23.53673,1.385952,18.399312,2.319248,4.889687,2.316869,0.01196,0.816754,0.112087,55.018625,44.219279,63.05263,53.979707,24.643558,61.301921,22.21,39.438896,37.846761,46.729739,47.445735,41.105813,18.113491,50.0,Stable
10.816,0.251571,3655.106273,4521.565518,9.314971,26.837474,42.435558,2699.220546,72.322895,120.453359,0.328931,80.280733,48.891973,2627.16409,25.045884,50.490016,3095.475793,23.576423,65.89625,230.610274,341.366105,94.583536,77.317744,32.36908,9.152423,26.117083,6.9071,18.651584,1.724686,32.909946,14.20258,23.53673,1.385952,18.399312,2.319248,4.889687,2.316869,0.01196,0.816754,0.112087,55.018625,44.219279,63.05263,53.979707,24.643558,61.301921,22.21,39.482055,36.991973,46.990016,47.445735,41.105813,18.113491,50.0,Stable
10.829,0.248729,3670.56723,4489.907494,9.356956,26.927194,41.732722,2698.778765,73.138414,120.425547,0.330564,80.278406,49.159938,2627.602691,25.31102,49.069168,3095.831417,22.45274,65.882554,230.362194,341.190029,94.606996,77.306461,32.36908,9.152423,26.117083,6.9071,18.651584,1.724686,32.909946,14.20258,23.53673,1.385952,18.399312,2.319248,4.889687,2.316869,0.01196,0.816754,0.112087,55.018625,44.219279,63.05263,53.979707,24.643558,61.301921,22.21,39.437876,37.259938,45.569168,47.445735,41.105813,18.113491,50.0,Stable
10.843,0.251275,3618.974815,4498.767701,9.308853,26.904499,42.068179,2698.578835,72.478648,120.415504,0.331014,80.28078,50.139776,2627.094381,24.946281,50.248466,3095.107787,23.198122,65.876006,231.400576,341.643055,94.593004,77.301771,32.36908,9.152423,26.117083,6.9071,18.651584,1.724686,32.909946,14.20258,23.53673,1.385952,18.399312,2.319248,4.889687,2.316869,0.01196,0.816754,0.112087,55.018625,44.219279,63.05263,53.979707,24.643558,61.301921,22.21,39.417883,38.239776,46.748466,47.445735,41.105813,18.113491,50.0,Stable
10.857,0.251275,3674.028885,4457.504861,9.424177,26.602012,42.321229,2698.221939,72.796527,120.427659,0.331698,80.28499,51.743215,2627.218528,24.942624,52.204582,3095.397578,23.062083,65.87751,228.372628,341.304211,94.592167,77.300704,32.36908,9.152423,26.117083,6.9071,18.651584,1.724686,32.909946,14.20258,23.53673,1.385952,18.399312,2.319248,4.889687,2.316869,0.01196,0.816754,0.112087,55.018625,44.219279,63.05263,53.979707,24.643558,61.301921,22.21,39.382194,39.843215,48.704582,47.445735,41.105813,18.113491,50.0,Stable
10.871,0.249628,3669.229439,4492.618974,9.340429,26.751689,42.441825,2698.849867,72.467724,120.439876,0.331016,80.289414,48.67682,2627.28183,25.181428,50.829536,3095.209339,22.759508,65.876733,229.026284,341.304979,94.611984,77.300759,32.36908,9.152423,26.117083,6.9071,18.651584,1.724686,32.909946,14.20258,23.53673,1.385952,18.399312,2.319248,4.889687,2.316869,0.01196,0.816754,0.112087,55.018625,44.219279,63.05263,53.979707,24.643558,61.301921,22.21,39.444987,36.77682,47.329536,47.445735,41.105813,18.113491,50.0,Stable
10.885,0.250834,3672.076477,4532.610039,9.345109,26.715246,42.376,2698.521362,72.366891,120.419431,0.334395,80.278187,48.794921,2626.833466,24.99214,48.582482,3095.51889,23.347166,65.885459,228.51246,341.214682,94.589956,77.279438,32.36908,9.152423,26.117083,6.9071,18.651584,1.724686,32.909946,14.20258,23.53673,1.385952,18.399312,2.319248,4.889687,2.316869,0.01196,0.816754,0.112087,55.018625,44.219279,63.05263,53.979707,24.643558,61.301921,22.21,39.412136,36.894921,45.082482,47.445735,41.105813,18.113491,50.0,Stable
10.899,0.250994,3642.07,4483.978059,9.325716,27.058427,42.278579,2698.372781,72.368804,120.42383,0.327924,80.278961,50.862988,2627.339352,25.07345,51.400091,3095.005254,22.882446,65.880424,228.848784,341.3974,94.583582,77.29424,32.36908,9.152423,26.117083,6.9071,18.651584,1.724686,32.909946,14.20258,23.53673,1.385952,18.399312,2.319248,4.889687,2.316869,0.01196,0.816754,0.112087,55.018625,44.219279,63.05263,53.979707,24.643558,61.301921,22.21,39.397278,38.962988,47.900091,47.445735,41.105813,18.113491,50.0,Stable
10.912,0.25024,3685.174661,4470.711384,9.3721,26.721048,42.316266,2698.920715,72.946545,120.426532,0.335045,80.273305,50.760521,2627.544411,25.402052,51.01999,3095.644693,22.911396,65.874909,230.155408,341.451454,94.611303,77.292134,32.26111,9.184176,25.932352,6.938684,18.522326,1.706573,32.870769,14.250057,24.188441,1.218097,18.022455,2.298155,4.875069,2.283824,0.01196,0.816754,0.112087,55.018625,44.219279,63.05263,53.979707,24.643558,61.301921,22.21,39.452072,38.860521,47.51999,47.445735,41.105813,18.113491,50.0,Stable
10.926,0.251843,3687.663544,4489.510799,9.376761,26.762069,42.174929,2698.722941,71.802025,120.424802,0.331737,80.273629,51.188591,2627.125608,24.917119,49.293881,3094.855956,22.846181,65.881214,228.705356,341.694307,94.584524,77.283817,32.26111,9.184176,25.932352,6.938684,18.522326,1.706573,32.870769,14.250057,24.188441,1.218097,18.022455,2.298155,4.875069,2.283824,0.01196,0.816754,0.112087,55.018625,44.219279,63.05263,53.979707,24.643558,61.301921,22.21,39.432294,39.288591,45.793881,47.445735,41.105813,18.113491,50.0,Stable
10.94,0.248836,3666.861413,4508.374668,9.333913,27.163111,42.328244,2698.740324,72.02676,120.428795,0.326865,80.288774,48.000213,2627.684117,26.164979,49.754851,3095.066112,23.00211,65.874137,228.107344,341.286095,94.603713,77.276936,32.26111,9.184176,25.932352,6.938684,18.522326,1.706573,32.870769,14.250057,24.188441,1.218097,18.022455,2.298155,4.875069,2.283824,0.01196,0.816754,0.112087,55.018625,44.219279,63.05263,53.979707,24.643558,61.301921,22.21,39.434032,36.100213,46.254851,47.445735,41.105813,18.113491,50.0,Stable
10.954,0.25052,3690.268266,4499.80299,9.381055,26.507755,42.086294,2698.601368,72.495903,120.416292,0.327176,80.284521,49.039919,2627.351236,24.675168,50.920334,3095.114078,23.302363,65.895882,229.259468,341.41332,94.606368,77.29899,32.26111,9.184176,25.932352,6.938684,18.522326,1.706573,32.870769,14.250057,24.188441,1.218097,18.022455,2.298155,4.875069,2.283824,0.01196,0.816754,0.112087,55.018625,44.219279,63.05263,53.979707,24.643558,61.301921,22.21,39.420137,37.139919,47.420334,47.445735,41.105813,18.113491,50.0,Stable
10.968,0.251795,3663.384103,4480.295765,9.405687,26.708314,42.455881,2699.368264,72.582999,120.423774,0.331767,80.267422,49.02925,2627.472555,25.010026,48.545376,3095.355153,23.303554,65.875945,229.560816,341.190048,94.60999,77.307479,32.26111,9.184176,25.932352,6.938684,18.522326,1.706573,32.870769,14.250057,24.188441,1.218097,18.022455,2.298155,4.875069,2.283824,0.01196,0.816754,0.112087,55.018625,44.219279,63.05263,53.979707,24.643558,61.301921,22.21,39.496826,37.12925,45.045376,47.445735,41.105813,18.113491,50.0,Stable
10.982,0.250922,3646.745691,4482.542104,9.348715,27.10746,42.364147,2698.548294,71.86508,120.426304,0.331196,80.276053,48.27106,2627.538278,25.495183,50.792463,3095.060636,22.925557,65.87535,229.982016,341.346146,94.590933,77.29342,32.26111,9.184176,25.932352,6.938684,18.522326,1.706573,32.870769,14.250057,24.188441,1.218097,18.022455,2.298155,4.875069,2.283824,0.01196,0.816754,0.112087,55.018625,44.219279,63.05263,53.979707,24.643558,61.301921,22.21,39.414829,36.37106,47.292463,47.445735,41.105813,18.113491,50.0,Stable
10.995,0.249594,3653.633773,4543.829848,9.298737,27.058978,41.875052,2698.505384,73.196091,120.420074,0.329325,80.258929,48.349424,2627.81921,25.163771,48.332595,3095.141416,22.922972,65.881488,229.740303,340.986849,94.61537,77.291253,32.26111,9.184176,25.932352,6.938684,18.522326,1.706573,32.870769,14.250057,24.188441,1.218097,18.022455,2.298155,4.875069,2.283824,0.01196,0.816754,0.112087,55.018625,44.219279,63.05263,53.979707,24.643558,61.301921,22.21,39.410538,36.449424,44.832595,47.445735,41.105813,18.113491,50.0,Stable
11.009,0.253195,3652.1063,4500.055733,9.354913,27.155737,42.495596,2698.909898,72.906695,120.426291,0.334176,80.266122,49.865915,2627.953781,24.930152,48.742695,3095.599784,23.271971,65.871017,229.065026,341.264672,94.609072,77.296099,32.094837,9.070481,26.37564,6.84467,18.404499,1.742126,32.630765,14.271435,23.743896,1.134005,18.446122,2.31492,4.811686,2.277536,0.009456,0.831474,0.084079,54.155234,43.644762,63.05263,53.979707,24.643558,61.301921,22.21,39.45099,37.965915,45.242695,47.445735,41.105813,18.113491,50.0,Stable
11.023,0.248487,3661.458892,4513.655258,9.247732,27.255334,42.586999,2698.760892,71.979855,120.432557,0.330392,80.291362,49.304562,2627.193118,25.129851,50.653816,3095.170602,22.733573,65.890463,229.722644,341.254105,94.592889,77.275716,32.094837,9.070481,26.37564,6.84467,18.404499,1.742126,32.630765,14.271435,23.743896,1.134005,18.446122,2.31492,4.811686,2.277536,0.009456,0.831474,0.084079,54.155234,43.644762,63.05263,53.979707,24.643558,61.301921,22.21,39.436089,37.404562,47.153816,47.445735,41.105813,18.113491,50.0,Stable
11.037,0.250522,3680.567344,4509.959862,9.372338,26.912562,42.412389,2699.353769,72.964392,120.418686,0.333588,80.253664,48.718956,2627.718549,24.768558,49.366022,3095.456951,22.827098,65.884821,228.025322,341.51334,94.602283,77.300128,32.094837,9.070481,26.37564,6.84467,18.404499,1.742126,32.630765,14.271435,23.743896,1.134005,18.446122,2.31492,4.811686,2.277536,0.009456,0.831474,0.084079,54.155234,43.644762,63.05263,53.979707,24.643558,61.301921,22.21,39.495377,36.818956,45.866022,47.445735,41.105813,18.113491,50.0,Stable
11.051,0.251802,3686.931655,4505.469543,9.366231,26.680169,42.128401,2698.789168,72.735636,120.432357,0.332423,80.259294,46.895709,2627.913041,24.661012,49.660466,3095.722615,22.557146,65.889494,228.299657,341.399325,94.594752,77.306835,32.094837,9.070481,26.37564,6.84467,18.404499,1.742126,32.630765,14.271435,23.743896,1.134005,18.446122,2.31492,4.811686,2.277536,0.009456,0.831474,0.084079,54.155234,43.644762,63.05263,53.979707,24.643558,61.301921,22.21,39.438917,34.995709,46.160466,47.445735,41.105813,18.113491,50.0,Stable
11.065,0.249626,3694.051826,4494.684303,9.466912,26.905797,42.523636,2698.736163,72.667834,120.430511,0.330467,80.26298,50.654091,2627.623612,24.884157,49.2172,3094.922112,22.921869,65.888362,230.282469,341.666315,94.587798,77.313337,32.094837,9.070481,26.37564,6.84467,18.404499,1.742126,32.630765,14.271435,23.743896,1.134005,18.446122,2.31492,4.811686,2.277536,0.009456,0.831474,0.084079,54.155234,43.644762,63.05263,53.979707,24.643558,61.301921,22.21,39.433616,38.754091,45.7172,47.445735,41.105813,18.113491,50.0,Stable
11.079,0.249694,3679.427856,4538.104141,9.411879,26.550338,42.493069,2698.624831,72.13662,120.41112,0.330592,80.267117,50.626631,2627.243664,24.535713,50.721831,3095.200104,23.520303,65.895298,230.193431,341.062306,94.59892,77.287134,32.094837,9.070481,26.37564,6.84467,18.404499,1.742126,32.630765,14.271435,23.743896,1.134005,18.446122,2.31492,4.811686,2.277536,0.009456,0.831474,0.084079,54.155234,43.644762,63.05263,53.979707,24.643558,61.301921,22.21,39.422483,38.726631,47.221831,47.445735,41.105813,18.113491,50.0,Stable
11.092,0.250147,3648.971263,4480.010315,9.239875,26.551503,42.554573,2698.972044,71.679756,120.430102,0.331122,80.26474,50.128606,2627.136724,24.980644,49.322006,3095.362255,22.648064,65.886418,229.287234,341.481347,94.598797,77.287024,32.094837,9.070481,26.37564,6.84467,18.404499,1.742126,32.630765,14.271435,23.743896,1.134005,18.446122,2.31492,4.811686,2.277536,0.009456,0.831474,0.084079,54.155234,43.644762,63.05263,53.979707,24.643558,61.301921,22.21,39.457204,38.228606,45.822006,47.445735,41.105813,18.113491,50.0,Stable
11.106,0.248903,3671.893541,4507.099751,9.406653,26.96434,42.411684,2698.951603,72.971532,120.432364,0.33286,80.266506,50.080711,2627.563428,25.055235,50.59737,3095.044129,23.397889,65.870298,228.743781,341.527892,94.595819,77.301844,31.882635,9.178314,25.724161,6.947621,18.639224,1.681986,32.927912,14.382254,24.0442,1.343858,18.838687,2.339669,4.937757,2.254561,0.009456,0.831474,0.084079,54.155234,43.644762,63.05263,53.979707,24.643558,61.301921,22.21,39.45516,38.180711,47.09737,47.445735,41.105813,18.113491,50.0,Stable
